index,chromosome,start,end,strand,intron_motif,n_cells,gene_id_start,gene_id_end,n_genes,gene_id,gene_name,intron_group,intron_group_size,n_genes_per_intron_group,coeff,abs_coeff,length
SRSF5_chr14:69767988-69768137,chr14,69767988,69768137,+,1,299,ENSG00000100650,ENSG00000100650,1,ENSG00000100650,SRSF5,SRSF5_chr14_69768137_+,4,1,0.20988367564804655,0.20988367564804655,149
CHL1_chr3:197369-244612,chr3,197369,244612,+,1,806,ENSG00000134121,ENSG00000134121,1,ENSG00000134121,CHL1,CHL1_chr3_244612_+,3,1,-0.06391652624952654,0.06391652624952654,47243
CHL1_chr3:198093-244612,chr3,198093,244612,+,1,1482,ENSG00000134121,ENSG00000134121,1,ENSG00000134121,CHL1,CHL1_chr3_244612_+,3,1,-0.05568394825689462,0.05568394825689462,46519
CKLF_chr16:66563218-66565885,chr16,66563218,66565885,+,1,2658,ENSG00000217555,ENSG00000217555,1,ENSG00000217555,CKLF,CKLF_chr16_66565885_+,2,1,0.15227615088256954,0.15227615088256954,2667
RBBP7_chrX:16869221-16869493,chrX,16869221,16869493,-,2,163,ENSG00000102054,ENSG00000102054,1,ENSG00000102054,RBBP7,RBBP7_chrX_16869221_-,2,1,0.15607863570436406,0.15607863570436406,272
DAB1_chr1:57291167-57423016,chr1,57291167,57423016,-,2,686,ENSG00000173406,,1,ENSG00000173406,DAB1,DAB1_chr1_57291167_-,4,1,0.1019751538406866,0.1019751538406866,131849
DAB1_chr1:57291167-57423929,chr1,57291167,57423929,-,2,1499,ENSG00000173406,ENSG00000173406,1,ENSG00000173406,DAB1,DAB1_chr1_57291167_-,4,1,-0.1047666257806425,0.1047666257806425,132762
DAB1_chr1:57291167-57424193,chr1,57291167,57424193,-,2,395,ENSG00000173406,,1,ENSG00000173406,DAB1,DAB1_chr1_57291167_-,4,1,-0.11146185613713872,0.11146185613713872,133026
GRIA2_chr4:157361653-157362798,chr4,157361653,157362798,+,1,540,ENSG00000120251,ENSG00000120251,1,ENSG00000120251,GRIA2,GRIA2_chr4_157362798_+,2,1,-0.147151521017546,0.147151521017546,1145
WASF1_chr6:110127630-110160634,chr6,110127630,110160634,-,2,157,ENSG00000112290,ENSG00000112290,1,ENSG00000112290,WASF1,WASF1_chr6_110127630_-,3,1,-0.20330599277970396,0.20330599277970396,33004
WASF1_chr6:110127630-110178597,chr6,110127630,110178597,-,2,352,ENSG00000112290,ENSG00000112290,1,ENSG00000112290,WASF1,WASF1_chr6_110127630_-,3,1,0.1820875995520711,0.1820875995520711,50967
ALCAM_chr3:105552183-105552467,chr3,105552183,105552467,+,1,189,ENSG00000170017,ENSG00000170017,1,ENSG00000170017,ALCAM,ALCAM_chr3_105552467_+,2,1,-0.2000277617994366,0.2000277617994366,284
SARNP_chr12:55803729-55815886,chr12,55803729,55815886,-,2,161,ENSG00000205323,,1,ENSG00000205323,SARNP,SARNP_chr12_55803729_-,2,1,0.1672695042962368,0.1672695042962368,12157
PKIA_chr8:78567595-78572810,chr8,78567595,78572810,+,1,421,,ENSG00000171033,1,ENSG00000171033,PKIA,PKIA_chr8_78572810_+,2,1,0.12890831513041812,0.12890831513041812,5215
MDK_chr11:46381759-46382056,chr11,46381759,46382056,+,1,5532,ENSG00000110492,ENSG00000110492,1,ENSG00000110492,MDK,MDK_chr11_46382056_+,3,1,-0.10492182273856479,0.10492182273856479,297
MDK_chr11:46381886-46382056,chr11,46381886,46382056,+,1,169,ENSG00000110492,ENSG00000110492,1,ENSG00000110492,MDK,MDK_chr11_46382056_+,3,1,-0.04819329250738197,0.04819329250738197,170
POLB_chr8:42354522-42355515,chr8,42354522,42355515,+,1,171,ENSG00000070501,ENSG00000070501,1,ENSG00000070501,POLB,POLB_chr8_42355515_+,2,1,0.17617314049687452,0.17617314049687452,993
ERP29_chr12:112019895-112022149,chr12,112019895,112022149,+,1,1006,ENSG00000089248,ENSG00000089248,1,ENSG00000089248,ERP29,ERP29_chr12_112022149_+,2,1,-0.08527616325104408,0.08527616325104408,2254
PAK3_chrX:111097457-111097574,chrX,111097457,111097574,+,1,405,ENSG00000077264,ENSG00000077264,1,ENSG00000077264,PAK3,PAK3_chrX_111097574_+,2,1,-0.15019871347497768,0.15019871347497768,117
MPPED2_chr11:30495522-30535993,chr11,30495522,30535993,-,2,1522,ENSG00000066382,ENSG00000066382,1,ENSG00000066382,MPPED2,MPPED2_chr11_30495522_-,3,1,-0.14567602560377751,0.14567602560377751,40471
RBFOX1_chr16:7693368-7709055,chr16,7693368,7709055,+,1,1130,ENSG00000078328,ENSG00000078328,1,ENSG00000078328,RBFOX1,RBFOX1_chr16_7709055_+,2,1,0.0850061813027524,0.0850061813027524,15687
AARSD1_chr17:42951895-42953723,chr17,42951895,42953723,-,2,1734,ENSG00000266967,ENSG00000266967,1,ENSG00000266967,AARSD1,AARSD1_chr17_42951895_-,2,1,0.16268943986711795,0.16268943986711795,1828
TM2D3_chr15:101650162-101651695,chr15,101650162,101651695,-,2,713,ENSG00000184277,ENSG00000184277,1,ENSG00000184277,TM2D3,TM2D3_chr15_101650162_-,2,1,-0.08621264999931846,0.08621264999931846,1533
PRDX5_chr11:64319869-64320864,chr11,64319869,64320864,+,1,616,ENSG00000126432,ENSG00000126432,1,ENSG00000126432,PRDX5,PRDX5_chr11_64320864_+,3,1,0.041759050267322406,0.041759050267322406,995
PRDX5_chr11:64320793-64320864,chr11,64320793,64320864,+,1,8174,ENSG00000126432,ENSG00000126432,1,ENSG00000126432,PRDX5,PRDX5_chr11_64320864_+,3,1,-0.07097857571157029,0.07097857571157029,71
HINT1_chr5:131162677-131165059,chr5,131162677,131165059,-,2,830,ENSG00000169567,ENSG00000169567,1,ENSG00000169567,HINT1,HINT1_chr5_131162677_-,2,1,-0.0656354403326614,0.0656354403326614,2382
PPDPF_chr20:63521364-63521511,chr20,63521364,63521511,+,1,14000,ENSG00000125534,ENSG00000125534,1,ENSG00000125534,PPDPF,PPDPF_chr20_63521511_+,2,1,0.0745548293517116,0.0745548293517116,147
YBX1_chr1:42683467-42693489,chr1,42683467,42693489,+,1,21636,ENSG00000065978,ENSG00000065978,1,ENSG00000065978,YBX1,YBX1_chr1_42693489_+,2,1,-0.0931768417335732,0.0931768417335732,10022
MNAT1_chr14:60799392-60808324,chr14,60799392,60808324,+,1,135,,ENSG00000020426,1,ENSG00000020426,MNAT1,MNAT1_chr14_60808324_+,2,1,0.16560669713353404,0.16560669713353404,8932
MACF1_chr1:39378524-39379202,chr1,39378524,39379202,+,1,201,ENSG00000127603,ENSG00000127603,1,ENSG00000127603,MACF1,MACF1_chr1_39379202_+,2,1,-0.2187427871598726,0.2187427871598726,678
ENC1_chr5:74636499-74637564,chr5,74636499,74637564,-,2,124,ENSG00000171617,ENSG00000171617,1,ENSG00000171617,ENC1,ENC1_chr5_74636499_-,2,1,-0.23392806293885463,0.23392806293885463,1065
METTL5_chr2:169819644-169821091,chr2,169819644,169821091,-,2,2532,ENSG00000138382,ENSG00000138382,1,ENSG00000138382,METTL5,METTL5_chr2_169819644_-,2,1,-0.14631049410083724,0.14631049410083724,1447
NDRG2_chr14:21023322-21024029,chr14,21023322,21024029,-,2,446,ENSG00000165795,ENSG00000165795,1,ENSG00000165795,NDRG2,NDRG2_chr14_21023322_-,3,1,0.13270761627028207,0.13270761627028207,707
MRPL22_chr5:154950939-154956370,chr5,154950939,154956370,+,1,1392,ENSG00000082515,ENSG00000082515,1,ENSG00000082515,MRPL22,MRPL22_chr5_154956370_+,2,1,-0.09071610083909111,0.09071610083909111,5431
PREPL_chr2:44346391-44359496,chr2,44346391,44359496,-,2,185,ENSG00000138078,ENSG00000138078,1,ENSG00000138078,PREPL,PREPL_chr2_44346391_-,4,1,-0.22703060724213803,0.22703060724213803,13105
PREPL_chr2:44346391-44361379,chr2,44346391,44361379,-,2,355,ENSG00000138078,ENSG00000138078,1,ENSG00000138078,PREPL,PREPL_chr2_44346391_-,4,1,0.002256627448787317,0.002256627448787317,14988
PREPL_chr2:44346391-44361416,chr2,44346391,44361416,-,2,172,ENSG00000138078,ENSG00000138078,1,ENSG00000138078,PREPL,PREPL_chr2_44346391_-,4,1,0.26159725237872467,0.26159725237872467,15025
ZNF138_chr7:64815045-64831450,chr7,64815045,64831450,+,1,842,ENSG00000197008,ENSG00000197008,1,ENSG00000197008,ZNF138,ZNF138_chr7_64831450_+,4,1,0.07576691123658359,0.07576691123658359,16405
ZNF138_chr7:64815654-64831450,chr7,64815654,64831450,+,1,296,ENSG00000197008,ENSG00000197008,1,ENSG00000197008,ZNF138,ZNF138_chr7_64831450_+,4,1,-0.005891133121152761,0.005891133121152761,15796
ZNF138_chr7:64831077-64831450,chr7,64831077,64831450,+,1,212,ENSG00000197008,ENSG00000197008,1,ENSG00000197008,ZNF138,ZNF138_chr7_64831450_+,4,1,0.07051922499101311,0.07051922499101311,373
MAD2L2_chr1:11680614-11681038,chr1,11680614,11681038,-,2,325,ENSG00000116670,ENSG00000116670,1,ENSG00000116670,MAD2L2,MAD2L2_chr1_11680614_-,2,1,-0.12269877097343149,0.12269877097343149,424
C18orf32_chr18:49483772-49487042,chr18,49483772,49487042,-,2,7632,ENSG00000177576,ENSG00000177576,1,ENSG00000177576,C18orf32,C18orf32_chr18_49483772_-,3,1,0.03086417300438322,0.03086417300438322,3270
SUB1_chr5:32586502-32588511,chr5,32586502,32588511,+,1,503,ENSG00000113387,ENSG00000113387,1,ENSG00000113387,SUB1,SUB1_chr5_32588511_+,2,1,0.09313043476624565,0.09313043476624565,2009
MAPKAPK5-AS1_chr12:111840478-111841326,chr12,111840478,111841326,-,2,606,ENSG00000234608,ENSG00000234608,1,ENSG00000234608,MAPKAPK5-AS1,MAPKAPK5-AS1_chr12_111840478_-,2,1,-0.14819397571841234,0.14819397571841234,848
RPL34_chr4:108620713-108621950,chr4,108620713,108621950,+,1,1525,ENSG00000109475,ENSG00000109475,1,ENSG00000109475,RPL34,RPL34_chr4_108621950_+,2,1,0.05391737724073076,0.05391737724073076,1237
CKLF_chr16:66558349-66563121,chr16,66558349,66563121,+,1,480,ENSG00000217555,ENSG00000217555,1,ENSG00000217555,CKLF,CKLF_chr16_66563121_+,2,1,-0.08865247930547233,0.08865247930547233,4772
RUFY1_chr5:179559836-179560024,chr5,179559836,179560024,+,1,174,ENSG00000176783,ENSG00000176783,1,ENSG00000176783,RUFY1,RUFY1_chr5_179560024_+,2,1,0.18472339846030586,0.18472339846030586,188
PRMT7_chr16:68312177-68315896,chr16,68312177,68315896,+,1,177,ENSG00000132600,ENSG00000132600,1,ENSG00000132600,PRMT7,PRMT7_chr16_68315896_+,2,1,0.2201658056366507,0.2201658056366507,3719
NCL_chr2:231463317-231464142,chr2,231463317,231464142,-,2,229,ENSG00000115053,ENSG00000115053,1,ENSG00000115053,NCL,NCL_chr2_231463317_-,2,1,0.12439982502888142,0.12439982502888142,825
ZMYND11_chr10:134893-179993,chr10,134893,179993,+,1,321,ENSG00000015171,ENSG00000015171,1,ENSG00000015171,ZMYND11,ZMYND11_chr10_179993_+,4,1,0.17707063584646104,0.17707063584646104,45100
ZMYND11_chr10:135303-179993,chr10,135303,179993,+,1,136,ENSG00000015171,ENSG00000015171,1,ENSG00000015171,ZMYND11,ZMYND11_chr10_179993_+,4,1,-0.18063375545270927,0.18063375545270927,44690
ZMYND11_chr10:135560-179993,chr10,135560,179993,+,1,1532,ENSG00000015171,ENSG00000015171,1,ENSG00000015171,ZMYND11,ZMYND11_chr10_179993_+,4,1,-0.05995940425959796,0.05995940425959796,44433
ALDH3A2_chr17:19673276-19675495,chr17,19673276,19675495,+,1,163,ENSG00000072210,ENSG00000072210,1,ENSG00000072210,ALDH3A2,ALDH3A2_chr17_19675495_+,2,1,0.15732469520774664,0.15732469520774664,2219
AC010642.2_chr19:58315037-58325274,chr19,58315037,58325274,-,2,1132,ENSG00000283103,ENSG00000283103,1,ENSG00000283103,AC010642.2,AC010642.2_chr19_58315037_-,2,1,-0.07121520248175503,0.07121520248175503,10237
SLF1_chr5:94643436-94649453,chr5,94643436,94649453,+,1,1606,ENSG00000133302,ENSG00000133302,1,ENSG00000133302,SLF1,SLF1_chr5_94649453_+,2,1,-0.1483314926044645,0.1483314926044645,6017
NELL2_chr12:44875354-44875506,chr12,44875354,44875506,-,2,185,ENSG00000184613,ENSG00000184613,1,ENSG00000184613,NELL2,NELL2_chr12_44875354_-,2,1,0.1773794036154352,0.1773794036154352,152
ZDHHC13_chr11:19143124-19146180,chr11,19143124,19146180,+,1,208,ENSG00000177054,ENSG00000177054,1,ENSG00000177054,ZDHHC13,ZDHHC13_chr11_19146180_+,2,1,-0.21132925537975292,0.21132925537975292,3056
RPS5_chr19:58393186-58393358,chr19,58393186,58393358,+,1,36563,ENSG00000083845,ENSG00000083845,1,ENSG00000083845,RPS5,RPS5_chr19_58393358_+,2,1,-0.09295931907746054,0.09295931907746054,172
ZNF326_chr1:90005245-90010087,chr1,90005245,90010087,+,1,321,ENSG00000162664,ENSG00000162664,1,ENSG00000162664,ZNF326,ZNF326_chr1_90010087_+,3,1,-0.04734169204498544,0.04734169204498544,4842
ZNF326_chr1:90007751-90010087,chr1,90007751,90010087,+,1,2132,ENSG00000162664,ENSG00000162664,1,ENSG00000162664,ZNF326,ZNF326_chr1_90010087_+,3,1,0.11840021697477289,0.11840021697477289,2336
PTGR1_chr9:111597433-111599338,chr9,111597433,111599338,-,2,165,ENSG00000106853,ENSG00000106853,1,ENSG00000106853,PTGR1,PTGR1_chr9_111597433_-,2,1,-0.1641889787615467,0.1641889787615467,1905
UQCRB_chr8:96231133-96231378,chr8,96231133,96231378,-,4,165,ENSG00000156467,ENSG00000156467,1,ENSG00000156467,UQCRB,UQCRB_chr8_96231133_-,2,1,0.14786514951244029,0.14786514951244029,245
RAP1GDS1_chr4:98379164-98391951,chr4,98379164,98391951,+,1,602,ENSG00000138698,ENSG00000138698,1,ENSG00000138698,RAP1GDS1,RAP1GDS1_chr4_98391951_+,2,1,-0.10864111741636023,0.10864111741636023,12787
ANKRD36B_chr2:97547732-97548219,chr2,97547732,97548219,-,2,134,ENSG00000196912,,1,ENSG00000196912,ANKRD36B,ANKRD36B_chr2_97547732_-,2,1,0.22654752232794376,0.22654752232794376,487
FIP1L1_chr4:53440609-53442652,chr4,53440609,53442652,+,1,979,ENSG00000145216,ENSG00000145216,1,ENSG00000145216,FIP1L1,FIP1L1_chr4_53442652_+,2,1,0.09999716438386225,0.09999716438386225,2043
SNRPE_chr1:203862223-203863662,chr1,203862223,203863662,+,1,7747,ENSG00000182004,ENSG00000182004,1,ENSG00000182004,SNRPE,SNRPE_chr1_203863662_+,2,1,0.09491877541152964,0.09491877541152964,1439
DCTN3_chr9:34614769-34616029,chr9,34614769,34616029,-,2,8375,ENSG00000137100,ENSG00000137100,1,ENSG00000137100,DCTN3,DCTN3_chr9_34614769_-,2,1,-0.06358461589804018,0.06358461589804018,1260
ZNF43_chr19:21819222-21836035,chr19,21819222,21836035,-,2,424,ENSG00000198521,ENSG00000198521,1,ENSG00000198521,ZNF43,ZNF43_chr19_21819222_-,3,1,0.1588529483723817,0.1588529483723817,16813
RIMBP2_chr12:130628457-130633804,chr12,130628457,130633804,-,2,194,ENSG00000060709,ENSG00000060709,1,ENSG00000060709,RIMBP2,RIMBP2_chr12_130628457_-,2,1,-0.19321820092245784,0.19321820092245784,5347
RAB1A_chr2:65089071-65090982,chr2,65089071,65090982,-,2,2016,ENSG00000138069,ENSG00000138069,1,ENSG00000138069,RAB1A,RAB1A_chr2_65089071_-,2,1,-0.15080745159403974,0.15080745159403974,1911
LMO3_chr12:16560539-16600654,chr12,16560539,16600654,-,2,2319,ENSG00000048540,ENSG00000048540,1,ENSG00000048540,LMO3,LMO3_chr12_16560539_-,2,1,0.10343044909624356,0.10343044909624356,40115
EZH2_chr7:148818118-148818977,chr7,148818118,148818977,-,2,173,ENSG00000106462,ENSG00000106462,1,ENSG00000106462,EZH2,EZH2_chr7_148818118_-,2,1,0.13556451939852962,0.13556451939852962,859
PPP3CA_chr4:101026062-101029165,chr4,101026062,101029165,-,2,131,ENSG00000138814,ENSG00000138814,1,ENSG00000138814,PPP3CA,PPP3CA_chr4_101026062_-,2,1,0.21847234316185538,0.21847234316185538,3103
AP2S1_chr19:46839579-46845992,chr19,46839579,46845992,-,2,3925,ENSG00000042753,ENSG00000042753,1,ENSG00000042753,AP2S1,AP2S1_chr19_46839579_-,2,1,-0.07108172682947259,0.07108172682947259,6413
CSPP1_chr8:67091884-67093542,chr8,67091884,67093542,+,1,192,ENSG00000104218,ENSG00000104218,1,ENSG00000104218,CSPP1,CSPP1_chr8_67093542_+,2,1,-0.14119603100906106,0.14119603100906106,1658
HNRNPH3_chr10:68338688-68339139,chr10,68338688,68339139,+,1,4881,ENSG00000096746,ENSG00000096746,1,ENSG00000096746,HNRNPH3,HNRNPH3_chr10_68339139_+,3,1,0.06163907143011774,0.06163907143011774,451
C1orf43_chr1:154214575-154219835,chr1,154214575,154219835,-,2,794,ENSG00000143612,ENSG00000143612,1,ENSG00000143612,C1orf43,C1orf43_chr1_154214575_-,2,1,0.15457296739747559,0.15457296739747559,5260
APRT_chr16:88810149-88810422,chr16,88810149,88810422,-,2,2263,ENSG00000198931,ENSG00000198931,1,ENSG00000198931,APRT,APRT_chr16_88810149_-,2,1,-0.12688887150085634,0.12688887150085634,273
SCHIP1_chr3:159840215-159866162,chr3,159840215,159866162,+,1,1554,ENSG00000151967,ENSG00000151967,1,ENSG00000151967,SCHIP1,SCHIP1_chr3_159866162_+,2,1,-0.12761786432893282,0.12761786432893282,25947
MTDH_chr8:97696294-97699753,chr8,97696294,97699753,+,1,166,,ENSG00000147649,1,ENSG00000147649,MTDH,MTDH_chr8_97699753_+,2,1,0.13805783266231297,0.13805783266231297,3459
RPS18_chr6:33275884-33275964,chr6,33275884,33275964,+,1,52653,ENSG00000231500,ENSG00000231500,1,ENSG00000231500,RPS18,RPS18_chr6_33275964_+,2,1,-0.05052563095078087,0.05052563095078087,80
NDUFA3_chr19:54106447-54106810,chr19,54106447,54106810,+,1,352,ENSG00000170906,ENSG00000170906,1,ENSG00000170906,NDUFA3,NDUFA3_chr19_54106810_+,2,1,-0.09567468961784335,0.09567468961784335,363
ICA1L_chr2:202829017-202869535,chr2,202829017,202869535,-,2,451,ENSG00000163596,ENSG00000163596,1,ENSG00000163596,ICA1L,ICA1L_chr2_202829017_-,3,1,0.1530620290662568,0.1530620290662568,40518
VKORC1_chr16:31091343-31093311,chr16,31091343,31093311,-,2,1234,ENSG00000167397,ENSG00000167397,1,ENSG00000167397,VKORC1,VKORC1_chr16_31091343_-,2,1,-0.0919630321019331,0.0919630321019331,1968
PPP4C_chr16:30076101-30076314,chr16,30076101,30076314,+,1,489,ENSG00000149923,ENSG00000149923,1,ENSG00000149923,PPP4C,PPP4C_chr16_30076314_+,2,1,0.09214803892588667,0.09214803892588667,213
AL589740.1_chr6:97816757-97828048,chr6,97816757,97828048,+,1,3669,ENSG00000271860,ENSG00000271860,1,ENSG00000271860,AL589740.1,AL589740.1_chr6_97828048_+,3,1,0.08989919863897355,0.08989919863897355,11291
RBX1_chr22:40953634-40964046,chr22,40953634,40964046,+,1,13924,ENSG00000100387,ENSG00000100387,1,ENSG00000100387,RBX1,RBX1_chr22_40964046_+,3,1,0.013456555910135198,0.013456555910135198,10412
RBX1_chr22:40955447-40964046,chr22,40955447,40964046,+,1,217,,ENSG00000100387,1,ENSG00000100387,RBX1,RBX1_chr22_40964046_+,3,1,-0.15041164894744327,0.15041164894744327,8599
ZBTB18_chr1:244051310-244053787,chr1,244051310,244053787,+,1,641,,ENSG00000179456,1,ENSG00000179456,ZBTB18,ZBTB18_chr1_244053787_+,4,1,-0.021724083093224773,0.021724083093224773,2477
ZBTB18_chr1:244051445-244053787,chr1,244051445,244053787,+,1,5307,ENSG00000179456,ENSG00000179456,1,ENSG00000179456,ZBTB18,ZBTB18_chr1_244053787_+,4,1,0.09624444164913837,0.09624444164913837,2342
ZBTB18_chr1:244053201-244053787,chr1,244053201,244053787,+,1,518,,ENSG00000179456,1,ENSG00000179456,ZBTB18,ZBTB18_chr1_244053787_+,4,1,-0.07674010958182195,0.07674010958182195,586
ERCC1_chr19:45409726-45413676,chr19,45409726,45413676,-,2,1995,ENSG00000012061,ENSG00000012061,1,ENSG00000012061,ERCC1,ERCC1_chr19_45409726_-,2,1,-0.12421081403027892,0.12421081403027892,3950
ILKAP_chr2:238194332-238194781,chr2,238194332,238194781,-,2,159,ENSG00000132323,ENSG00000132323,1,ENSG00000132323,ILKAP,ILKAP_chr2_238194332_-,2,1,-0.15614650066122343,0.15614650066122343,449
RPS29_chr14:49583676-49585949,chr14,49583676,49585949,-,2,47967,ENSG00000213741,ENSG00000213741,1,ENSG00000213741,RPS29,RPS29_chr14_49583676_-,2,1,0.0850729216863064,0.0850729216863064,2273
ENC1_chr5:74629993-74634683,chr5,74629993,74634683,-,2,17713,ENSG00000171617,ENSG00000171617,1,ENSG00000171617,ENC1,ENC1_chr5_74629993_-,2,1,0.1216658214874911,0.1216658214874911,4690
NELFCD_chr20:58993765-58994109,chr20,58993765,58994109,+,1,849,ENSG00000101158,ENSG00000101158,1,ENSG00000101158,NELFCD,NELFCD_chr20_58994109_+,2,1,-0.15022495691549198,0.15022495691549198,344
ALDOA_chr16:30065928-30067233,chr16,30065928,30067233,+,1,3877,ENSG00000149925,ENSG00000149925,1,ENSG00000149925,ALDOA,ALDOA_chr16_30067233_+,2,1,0.12080684608845275,0.12080684608845275,1305
ALKBH7_chr19:6373558-6374202,chr19,6373558,6374202,+,1,307,ENSG00000125652,ENSG00000125652,1,ENSG00000125652,ALKBH7,ALKBH7_chr19_6374202_+,2,1,-0.10716845964414715,0.10716845964414715,644
CEP57L1_chr6:109140676-109146757,chr6,109140676,109146757,+,1,163,ENSG00000183137,ENSG00000183137,1,ENSG00000183137,CEP57L1,CEP57L1_chr6_109146757_+,3,1,0.14537455363622578,0.14537455363622578,6081
CEP57L1_chr6:109145382-109146757,chr6,109145382,109146757,+,1,976,ENSG00000183137,ENSG00000183137,1,ENSG00000183137,CEP57L1,CEP57L1_chr6_109146757_+,3,1,-0.15425370922240098,0.15425370922240098,1375
HNRNPDL_chr4:82426130-82426462,chr4,82426130,82426462,-,2,17194,ENSG00000152795,ENSG00000152795,1,ENSG00000152795,HNRNPDL,HNRNPDL_chr4_82426130_-,2,1,0.11451870575352127,0.11451870575352127,332
RO60_chr1:193060223-193075819,chr1,193060223,193075819,+,1,155,ENSG00000116747,ENSG00000116747,1,ENSG00000116747,RO60,RO60_chr1_193075819_+,3,1,0.11901030479315539,0.11901030479315539,15596
RO60_chr1:193069635-193075819,chr1,193069635,193075819,+,1,1365,ENSG00000116747,ENSG00000116747,1,ENSG00000116747,RO60,RO60_chr1_193075819_+,3,1,-0.15135415465830393,0.15135415465830393,6184
ZNF708_chr19:21309342-21310500,chr19,21309342,21310500,-,2,1345,ENSG00000182141,ENSG00000182141,1,ENSG00000182141,ZNF708,ZNF708_chr19_21309342_-,2,1,0.09241440798186037,0.09241440798186037,1158
EPB41L3_chr18:5489195-5540339,chr18,5489195,5540339,-,2,115,ENSG00000082397,ENSG00000082397,1,ENSG00000082397,EPB41L3,EPB41L3_chr18_5489195_-,2,1,0.18994137934150299,0.18994137934150299,51144
PFDN5_chr12:53296276-53297849,chr12,53296276,53297849,+,1,20218,ENSG00000123349,ENSG00000123349,1,ENSG00000123349,PFDN5,PFDN5_chr12_53297849_+,4,1,0.02150512558410756,0.02150512558410756,1573
PFDN5_chr12:53296552-53297849,chr12,53296552,53297849,+,1,584,ENSG00000123349,ENSG00000123349,1,ENSG00000123349,PFDN5,PFDN5_chr12_53297849_+,4,1,0.04294144538379462,0.04294144538379462,1297
MTCH1_chr6:36970695-36972651,chr6,36970695,36972651,-,2,885,ENSG00000137409,ENSG00000137409,1,ENSG00000137409,MTCH1,MTCH1_chr6_36970695_-,2,1,0.13550360198906927,0.13550360198906927,1956
CCDC77_chr12:409422-411746,chr12,409422,411746,+,1,207,ENSG00000120647,ENSG00000120647,1,ENSG00000120647,CCDC77,CCDC77_chr12_411746_+,2,1,0.17169798044549778,0.17169798044549778,2324
MIR99AHG_chr21:16535710-16537378,chr21,16535710,16537378,+,1,233,ENSG00000215386,ENSG00000215386,1,ENSG00000215386,MIR99AHG,MIR99AHG_chr21_16537378_+,2,1,0.13467257509494682,0.13467257509494682,1668
CENPX_chr17:82019382-82019640,chr17,82019382,82019640,-,2,968,ENSG00000169689,ENSG00000169689,1,ENSG00000169689,CENPX,CENPX_chr17_82019382_-,3,1,-0.08788794105659536,0.08788794105659536,258
CENPX_chr17:82019382-82019857,chr17,82019382,82019857,-,2,2486,ENSG00000169689,ENSG00000169689,1,ENSG00000169689,CENPX,CENPX_chr17_82019382_-,3,1,0.05845880717634798,0.05845880717634798,475
CNTRL_chr9:121080479-121088295,chr9,121080479,121088295,+,1,255,ENSG00000119397,ENSG00000119397,1,ENSG00000119397,CNTRL,CNTRL_chr9_121088295_+,2,1,-0.13479608666117626,0.13479608666117626,7816
CLK1_chr2:200859747-200860124,chr2,200859747,200860124,-,2,987,ENSG00000013441,ENSG00000013441,1,ENSG00000013441,CLK1,CLK1_chr2_200859747_-,2,1,0.14858702186978573,0.14858702186978573,377
